
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002025                       # Number of seconds simulated (Second)
simTicks                                   2025017500                       # Number of ticks simulated (Tick)
finalTick                                  2025017500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     99.45                       # Real time elapsed on the host (Second)
hostTickRate                                 20361590                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     769284                       # Number of bytes of host memory used (Byte)
simInsts                                      7797632                       # Number of instructions simulated (Count)
simOps                                        7809064                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    78405                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      78519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3230469                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.614156                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.628252                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        5616540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   58062                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       5520287                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 13207                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              403492                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           279800                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               9423                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            2969115                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.859237                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.068500                       # Number of insts issued each cycle (Count)
system.cpu2.decode.branchResolved              140202                       # Number of times decode resolved a branch (Count)
system.cpu2.decode.branchMispred                  354                       # Number of times decode detected a branch misprediction (Count)
system.cpu2.decode.decodedInsts               1334719                       # Number of instructions handled by decode (Count)
system.cpu2.decode.squashedInsts                 1992                       # Number of squashed instructions handled by decode (Count)
system.cpu2.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu2.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu2.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu2.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu2.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu2.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu2.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu2.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu2.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu2.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu2.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu2.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu2.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.executeStats0.numInsts            1282846                       # Number of executed instructions (Count)
system.cpu2.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu2.executeStats0.numBranches          154027                       # Number of branches executed (Count)
system.cpu2.executeStats0.numLoadInsts         415456                       # Number of load instructions executed (Count)
system.cpu2.executeStats0.numStoreInsts        128769                       # Number of stores executed (Count)
system.cpu2.executeStats0.instRate           1.554418                       # Inst execution rate ((Count/Cycle))
system.cpu2.executeStats0.numFpRegReads        547393                       # Number of times the floating registers were read (Count)
system.cpu2.executeStats0.numFpRegWrites       411079                       # Number of times the floating registers were written (Count)
system.cpu2.executeStats0.numIntRegReads      1387793                       # Number of times the integer registers were read (Count)
system.cpu2.executeStats0.numIntRegWrites       585348                       # Number of times the integer registers were written (Count)
system.cpu2.executeStats0.numMemRefs           544225                       # Number of memory refs (Count)
system.cpu2.executeStats0.numMiscRegReads       845111                       # Number of times the Misc registers were read (Count)
system.cpu2.executeStats0.numMiscRegWrites       575632                       # Number of times the Misc registers were written (Count)
system.cpu2.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu2.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu2.fetch.predictedBranches            153476                       # Number of branches that fetch has predicted taken (Count)
system.cpu2.fetch.cycles                       699364                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu2.fetch.squashCycles                   8600                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu2.fetch.miscStallCycles                   6                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu2.fetch.cacheLines                   101377                       # Number of cache lines fetched (Count)
system.cpu2.fetch.icacheSquashes                  719                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu2.fetch.nisnDist::samples            812434                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::mean             1.761368                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::stdev            2.840037                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::0                  490860     60.42%     60.42% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::1                   98590     12.14%     72.55% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::2                   19667      2.42%     74.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::3                   17960      2.21%     77.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::4                   27705      3.41%     80.60% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::5                   23601      2.90%     83.50% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::6                   26302      3.24%     86.74% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::7                    9438      1.16%     87.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::8                   98311     12.10%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::total              812434                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetchStats0.numInsts              1430745                       # Number of instructions fetched (thread level) (Count)
system.cpu2.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu2.fetchStats0.fetchRate            1.733627                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu2.fetchStats0.numBranches            173341                       # Number of branches fetched (Count)
system.cpu2.fetchStats0.branchRate           0.210036                       # Number of branch fetches per cycle (Ratio)
system.cpu2.fetchStats0.icacheStallCycles       108764                       # ICache total stall cycles (Cycle)
system.cpu2.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu2.icache.demandHits::cpu2.inst       101100                       # number of demand (read+write) hits (Count)
system.cpu2.icache.demandHits::total           101100                       # number of demand (read+write) hits (Count)
system.cpu2.icache.overallHits::cpu2.inst       101100                       # number of overall hits (Count)
system.cpu2.icache.overallHits::total          101100                       # number of overall hits (Count)
system.cpu2.icache.demandMisses::cpu2.inst          277                       # number of demand (read+write) misses (Count)
system.cpu2.icache.demandMisses::total            277                       # number of demand (read+write) misses (Count)
system.cpu2.icache.overallMisses::cpu2.inst          277                       # number of overall misses (Count)
system.cpu2.icache.overallMisses::total           277                       # number of overall misses (Count)
system.cpu2.icache.demandMissLatency::cpu2.inst     17032000                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.icache.demandMissLatency::total     17032000                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.icache.overallMissLatency::cpu2.inst     17032000                       # number of overall miss ticks (Tick)
system.cpu2.icache.overallMissLatency::total     17032000                       # number of overall miss ticks (Tick)
system.cpu2.icache.demandAccesses::cpu2.inst       101377                       # number of demand (read+write) accesses (Count)
system.cpu2.icache.demandAccesses::total       101377                       # number of demand (read+write) accesses (Count)
system.cpu2.icache.overallAccesses::cpu2.inst       101377                       # number of overall (read+write) accesses (Count)
system.cpu2.icache.overallAccesses::total       101377                       # number of overall (read+write) accesses (Count)
system.cpu2.icache.demandMissRate::cpu2.inst     0.002732                       # miss rate for demand accesses (Ratio)
system.cpu2.icache.demandMissRate::total     0.002732                       # miss rate for demand accesses (Ratio)
system.cpu2.icache.overallMissRate::cpu2.inst     0.002732                       # miss rate for overall accesses (Ratio)
system.cpu2.icache.overallMissRate::total     0.002732                       # miss rate for overall accesses (Ratio)
system.cpu2.icache.demandAvgMissLatency::cpu2.inst 61487.364621                       # average overall miss latency in ticks ((Tick/Count))
system.cpu2.icache.demandAvgMissLatency::total 61487.364621                       # average overall miss latency in ticks ((Tick/Count))
system.cpu2.icache.overallAvgMissLatency::cpu2.inst 61487.364621                       # average overall miss latency ((Tick/Count))
system.cpu2.icache.overallAvgMissLatency::total 61487.364621                       # average overall miss latency ((Tick/Count))
system.cpu2.icache.blockedCycles::no_mshrs           29                       # number of cycles access was blocked (Cycle)
system.cpu2.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu2.icache.blockedCauses::no_mshrs            1                       # number of times access was blocked (Count)
system.cpu2.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu2.icache.avgBlocked::no_mshrs            29                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.icache.writebacks::writebacks           49                       # number of writebacks (Count)
system.cpu2.icache.writebacks::total               49                       # number of writebacks (Count)
system.cpu2.icache.demandMshrHits::cpu2.inst           48                       # number of demand (read+write) MSHR hits (Count)
